iter	Logloss
685	0.439105654
686	0.4388196821
687	0.4384729511
688	0.4382047457
689	0.437980283
690	0.4378371313
691	0.4376149539
692	0.4373359638
693	0.4370631832
694	0.4367684765
695	0.4364874762
696	0.4361337485
697	0.4355755515
698	0.4352556131
699	0.4349748523
700	0.4345945055
701	0.4342065243
702	0.4341142751
703	0.4339725639
704	0.4337577968
705	0.4335750353
706	0.4332570535
707	0.4330757183
708	0.4328829424
709	0.4326046995
710	0.4323052835
711	0.4321458967
712	0.4319939355
713	0.431847637
714	0.4315345108
715	0.4313358237
716	0.4311418717
717	0.4308556
718	0.4306753079
719	0.4304571651
720	0.4299981921
721	0.4297493398
722	0.4295897466
723	0.4293579076
724	0.4291453238
725	0.4289234192
726	0.4285131108
727	0.4280762012
728	0.4278384013
729	0.4276031179
730	0.4273759896
731	0.4270958765
732	0.4269296233
733	0.4266115257
734	0.4264320585
735	0.4262745738
736	0.4260365726
737	0.4257808918
738	0.4254465883
739	0.4252834415
740	0.424998721
741	0.4247304336
742	0.4244290513
743	0.4241561181
744	0.4238474566
745	0.4235085687
746	0.4231984923
747	0.4229211865
748	0.422689433
749	0.4224110165
750	0.4222799819
751	0.4220204096
752	0.4218519419
753	0.4216257816
754	0.4213803851
755	0.421187852
756	0.4210526876
757	0.4208401235
758	0.4205921148
759	0.420194266
760	0.4198819513
761	0.4195941933
762	0.4193186998
763	0.4192300656
764	0.4189070798
765	0.4186287417
766	0.418331272
767	0.4181171517
768	0.4177782699
769	0.4175265573
770	0.4173650744
771	0.4171557687
772	0.4169898471
773	0.41670804
774	0.4165447747
775	0.4163047244
776	0.4160614411
777	0.4158034853
778	0.415640279
779	0.4154403474
780	0.4152471442
781	0.4149785672
782	0.4147773569
783	0.4145698255
784	0.4143118614
785	0.4141526616
786	0.4138483557
787	0.4135247752
788	0.4132647027
789	0.4129828478
790	0.4127082136
791	0.4123486152
792	0.4121283257
793	0.4119311017
794	0.4116493704
795	0.4115524623
796	0.4113462547
797	0.4110484877
798	0.4108122654
799	0.4104627589
800	0.4100974637
801	0.4098318531
802	0.409645728
803	0.4093431189
804	0.4091960573
805	0.4090131869
806	0.4087189946
807	0.4084719509
808	0.4081279845
809	0.4078787727
810	0.4075537087
811	0.4074050873
812	0.4072366599
813	0.4070496942
814	0.4067536602
815	0.406578199
816	0.4062254963
817	0.405944075
818	0.4058289627
819	0.4056030321
820	0.4053416815
821	0.4051832775
822	0.4049569744
823	0.4047324822
824	0.4044358449
825	0.4043161878
826	0.4040693476
827	0.4038433656
828	0.4035713703
829	0.4033552071
830	0.4032127906
831	0.4028973056
832	0.4025891777
833	0.4023554514
834	0.4022311671
835	0.4020105606
836	0.4016413779
837	0.4014302356
838	0.4012034331
839	0.4009795417
840	0.4007898575
841	0.4005214323
842	0.4002026074
843	0.3999407299
844	0.3997230699
845	0.3995115796
846	0.3991875144
847	0.398933567
848	0.3986425901
849	0.398276654
850	0.3979650918
851	0.397826726
852	0.397724112
853	0.3973517082
854	0.3971522579
855	0.3968584767
856	0.3966106991
857	0.3964221155
858	0.3961914917
859	0.3958714373
860	0.3956699302
861	0.3954582878
862	0.3952752237
863	0.3950876229
864	0.3948482592
865	0.3946248947
866	0.3943678527
867	0.394196267
868	0.3940260842
869	0.3936970346
870	0.3933110526
871	0.3930827438
872	0.3928975728
873	0.3926781412
874	0.3925893411
875	0.3922149177
876	0.3918559566
877	0.391348347
878	0.391015689
879	0.3908953332
880	0.3907211004
881	0.3904821364
882	0.3903289499
883	0.3898194312
884	0.3895135003
885	0.3892148319
886	0.3889241412
887	0.3885939681
888	0.3883983692
889	0.3881606496
890	0.387785132
891	0.3874509537
892	0.3873034859
893	0.3869471788
894	0.3866706292
895	0.3864377765
896	0.3860683079
897	0.3857026057
898	0.3854845147
899	0.3851894647
900	0.384887682
901	0.384640004
902	0.3843002866
903	0.3840982855
904	0.3838546967
905	0.3836353626
906	0.3833588516
907	0.3832250936
908	0.3830365879
909	0.3828250773
910	0.3825441744
911	0.3823400497
912	0.3821644967
913	0.3819314679
914	0.3817500028
915	0.3816487276
916	0.3814505366
917	0.3812560541
918	0.3810300086
919	0.3807764939
920	0.3805310011
921	0.3801998497
922	0.3800169882
923	0.37975271
924	0.3794406901
925	0.3793107208
926	0.3791688774
927	0.3790569924
928	0.3787253008
929	0.3784249001
930	0.3782624855
931	0.3779612765
932	0.377825078
933	0.3777157847
934	0.3775541571
935	0.3773817911
936	0.3772094842
937	0.3770369773
938	0.3768399273
939	0.3766631158
940	0.3764671166
941	0.3762087039
942	0.3760276559
943	0.3758144557
944	0.3755705406
945	0.3752293564
946	0.3749835868
947	0.3748296978
948	0.374678861
949	0.3743320639
950	0.3739505356
951	0.3737516405
952	0.3734223889
953	0.3731717436
954	0.3729701553
955	0.3726376796
956	0.3724260866
957	0.3721924492
958	0.37200337
959	0.3717560221
960	0.3714848023
961	0.3711838134
962	0.371021262
963	0.3706249479
964	0.370396538
965	0.3699716846
966	0.3697050733
967	0.3695930203
968	0.3692244272
969	0.368937091
970	0.3687121352
971	0.3685994268
972	0.3683368932
973	0.3680590059
974	0.3679812296
975	0.3678388955
976	0.3675260633
977	0.3673154168
978	0.3670255275
979	0.3667026504
980	0.3664558733
981	0.3661952017
982	0.3660077015
983	0.3657960709
984	0.3656937122
985	0.3654432896
986	0.3652901436
987	0.3649528537
988	0.3647303991
989	0.3643858478
990	0.3641640133
991	0.3638990858
992	0.3635673861
993	0.3634384281
994	0.3632476884
995	0.362996248
996	0.3628013736
997	0.3624947575
998	0.3622358074
999	0.3619785757
